1,2,22.2768421052632
1,3,27.1063157894737
2,3,24.2442105263158
1,4,41.3652631578947
2,4,23.2294736842105
3,4,25.0936842105263
1,5,40.6607368421053
2,5,31.6812631578947
3,5,24.7821052631579
4,5,21.8063157894737
1,6,35.2968421052632
2,6,30.321052631579
3,6,21.9726315789474
4,6,27.8412631578947
5,6,22.6757894736842
1,7,43.9221052631579
2,7,30.3915789473684
3,7,34.5684210526316
4,7,18.7242105263158
5,7,21.9926315789474
6,7,37.0157894736842
1,8,37.9884210526316
2,8,23.5365263157895
3,8,28.5625263157895
4,8,12.1318947368421
5,8,24.0428421052631
6,8,21.14
7,8,16.3727368421053
1,9,36.2955789473684
2,9,29.165052631579
3,9,33.7157894736842
4,9,27.4133684210526
5,9,23.7315789473684
6,9,29.1947368421053
7,9,18.7094736842105
8,9,31.1873684210526
1,10,43.5526315789474
2,10,33.1507368421053
3,10,35.8578947368421
4,10,15.1573684210526
5,10,28.2031578947368
6,10,27.8915789473684
7,10,21.06
8,10,26.5505263157895
9,10,23.0810526315789
1,11,48.9515789473684
2,11,40.6418947368421
3,11,44.7126315789473
4,11,37.3357894736842
5,11,39.9263157894737
6,11,43.9168421052632
7,11,24.1652631578947
8,11,43.0863157894737
9,11,22.998947368421
10,11,36.0610526315789
1,12,46.0536842105263
2,12,36.8862105263158
3,12,40.2252631578947
4,12,25.9657894736842
5,12,35.4054736842105
6,12,35.8442105263158
7,12,25.8570526315789
8,12,34.8094736842105
9,12,22.556
10,12,25.241052631579
11,12,22.8094736842105
1,13,23.0968421052631
2,13,23.4884210526316
3,13,35.6484210526316
4,13,42.6157894736842
5,13,35.7263157894737
6,13,36.4105263157895
7,13,46.0115789473684
8,13,35.2947368421053
9,13,24.4566315789474
10,13,44.5536842105263
11,13,42.3796842105263
12,13,43.9284210526316
1,14,23.806
2,14,22.1992631578947
3,14,28.6707368421052
4,14,30.8842105263158
5,14,16.1778947368421
6,14,17.2563157894737
7,14,29.4457894736842
8,14,5.11884210526316
9,14,6.03778947368421
10,14,10.0547368421053
11,14,28.9468421052632
12,14,13.1335789473684
13,14,19.3231578947368
1,15,32.3073684210526
2,15,19.8484210526316
3,15,31.7263157894737
4,15,20.5750526315789
5,15,22.2267368421053
6,15,15.6488421052632
7,15,23.3444210526316
8,15,2.4
9,15,10.2275789473684
10,15,5.03894736842105
11,15,31.718947368421
12,15,10.672
13,15,29.6915789473684
14,15,20.52
1,16,27.8818947368421
2,16,34.5394736842105
3,16,19.5157894736842
4,16,21.0021052631579
5,16,10.0021052631579
6,16,9.67789473684211
7,16,35.1347368421052
8,16,6.13263157894737
9,16,6.46
10,16,20.5052631578947
11,16,41.6347368421052
12,16,14.2305263157895
13,16,19.9815789473684
14,16,23.8694736842105
15,16,46.4648421052631
1,17,10.8752631578947
2,17,20.5835789473684
3,17,8.10947368421053
4,17,14.7007368421053
5,17,7.51336842105263
6,17,2.01368421052632
7,17,20.8023157894737
8,17,0.369578947368421
9,17,2.65873684210526
10,17,2.34736842105263
11,17,22.6726315789474
12,17,3.06105263157895
13,17,19.9989473684211
14,17,16.181052631579
15,17,28.2136842105263
16,17,19.6736842105263
1,18,35.8357894736842
2,18,23.6705263157895
3,18,32.8545263157895
4,18,18.3673684210526
5,18,30.002
6,18,26.2903157894737
7,18,20.46
8,18,11.4827368421053
9,18,21.1658947368421
10,18,13.5816842105263
11,18,20.1368421052632
12,18,19.2854736842105
13,18,39.2557894736842
14,18,31.3031578947368
15,18,17.8094736842105
16,18,52.1178947368421
17,18,35.2851578947368
1,19,14.5852631578947
2,19,23.5831578947368
3,19,14.8112631578947
4,19,23.4309473684211
5,19,15.745052631579
6,19,9.80336842105263
7,19,27.3104210526316
8,19,4.03263157894737
9,19,10.4997894736842
10,19,5.45368421052632
11,19,22.5123157894737
12,19,8.3141052631579
13,19,32.1694736842105
14,19,21.2989473684211
15,19,17.2842105263158
16,19,43.74
17,19,24.4757894736842
18,19,20.5831578947368
1,20,1.55505263157895
2,20,13.7953684210526
3,20,11.7946315789474
4,20,20.9964210526316
5,20,23.5203157894737
6,20,7.42863157894737
7,20,33.5315789473684
8,20,1.67052631578947
9,20,21.1012631578947
10,20,2.85873684210526
11,20,38.2628421052632
12,20,9.08810526315789
13,20,22.9589473684211
14,20,19.6284210526316
15,20,22.9256842105263
16,20,27.2073684210526
17,20,17.6378947368421
18,20,31.56
19,20,20.8536842105263
1,21,45.9273684210526
2,21,44.2515789473684
3,21,48.5663157894737
4,21,32.2944210526316
5,21,34.9705263157895
6,21,48.3063157894737
7,21,37.7606315789474
8,21,42.5157894736842
9,21,28.1936842105263
10,21,40.7610526315789
11,21,24.7842105263158
12,21,32.3231578947369
13,21,54.4021052631579
14,21,45.4768421052632
15,21,38.5328421052632
16,21,63.6494736842105
17,21,47.9663157894737
18,21,23.901052631579
19,21,20.7526315789474
20,21,36.4915789473684
1,22,6.93368421052631
2,22,13.1417894736842
3,22,9.86905263157895
4,22,8.12842105263158
5,22,10.3737894736842
6,22,10.5076842105263
7,22,18.3263157894737
8,22,6.19178947368421
9,22,8.39484210526315
10,22,10.0069473684211
11,22,16.1163157894737
12,22,9.91084210526316
13,22,38.5873684210527
14,22,35.2947368421053
15,22,23.0510526315789
16,22,42.7557894736842
17,22,33.8747368421053
18,22,20.4234736842105
19,22,17.1452631578947
20,22,18.9031578947369
21,22,23.3673684210526
1,23,58.8389473684211
2,23,48.7957894736842
3,23,53.5271578947368
4,23,34.1282105263158
5,23,44.3126315789474
6,23,50.7831578947368
7,23,39.0427368421053
8,23,48.981052631579
9,23,35.2073684210526
10,23,43.2957894736842
11,23,29.5589473684211
12,23,28.2852631578947
13,23,58.7947368421053
14,23,45.596
15,23,35.114947368421
16,23,62.8168421052631
17,23,45.6326315789474
18,23,29.7442105263158
19,23,29.7852631578947
20,23,39.4210526315789
21,23,21.74
22,23,29.3294736842105
1,24,57.7189473684211
2,24,43.2421052631579
3,24,48.5621052631579
4,24,17.5568421052632
5,24,26.0515789473684
6,24,48.9126315789474
7,24,32.47
8,24,48.5852631578947
9,24,26.5808421052632
10,24,46.6421052631579
11,24,37.6389473684211
12,24,34.82
13,24,54.7789473684211
14,24,43.5547368421053
15,24,29.1667368421053
16,24,60.8315789473684
17,24,44.22
